Pressure,6Fold,7Fold,8Fold
3.50,0.0,0.0,0.0
3.51,0.0,0.0,0.0
3.52,0.0,0.0,0.0
3.53,0.0,0.0,0.0
3.54,0.0,0.0,0.0
3.55,0.0,0.0,0.0
3.56,0.007810000000000001,0.0007099999999999999,0.0
3.57,0.2754800000000023,0.10010999999999978,0.024139999999999984
3.58,0.5829100000000086,0.35926000000000397,0.16045999999999994
3.59,0.6958000000000107,0.606340000000009,0.3933400000000047
3.60,0.707160000000011,0.6872800000000105,0.5893000000000087
3.61,0.7100000000000111,0.706450000000011,0.6510700000000099
3.62,0.7100000000000111,0.7085800000000111,0.6773400000000104
3.63,0.707870000000011,0.707160000000011,0.6844400000000106
3.64,0.7100000000000111,0.7092900000000111,0.6901200000000106
3.65,0.7100000000000111,0.7092900000000111,0.6879900000000106
3.66,0.7092900000000111,0.7092900000000111,0.6922500000000107
3.67,0.7092900000000111,0.7092900000000111,0.6894100000000106
3.68,0.7100000000000111,0.7100000000000111,0.6887000000000106
3.69,0.7092900000000111,0.706450000000011,0.6666900000000102
3.70,0.709470000000011,0.6986400000000108,0.606340000000009
3.71,0.7116380000000111,0.65788600000001,0.5023300000000069
3.72,0.702422000000011,0.5685140000000082,0.311822000000003
3.73,0.5994120000000088,0.3810640000000044,0.13730199999999967
3.74,0.29936400000000274,0.11657599999999978,0.03742999999999996
3.75,0.06695199999999991,0.03967399999999998,0.028331999999999996
3.76,0.036601999999999996,0.035604,0.03204
3.77,0.035711999999999994,0.035711999999999994,0.03416399999999999
3.78,0.035856,0.035783999999999996,0.034559999999999994
3.79,0.035783999999999996,0.035711999999999994,0.03491999999999999
3.80,0.035747999999999995,0.035711999999999994,0.034524
3.81,0.035856,0.035747999999999995,0.034488
3.82,0.035963999999999996,0.03589199999999999,0.034704
3.83,0.035747999999999995,0.035711999999999994,0.034415999999999995
3.84,0.03589199999999999,0.035856,0.033372
3.85,0.035747999999999995,0.03546,0.030491999999999995
3.86,0.035604,0.03398399999999999,0.024911999999999997
3.87,0.034811999999999996,0.029519999999999998,0.016631999999999997
3.88,0.030167999999999997,0.01944,0.0075239999999999994
3.89,0.017279999999999997,0.006659999999999999,0.0016919999999999997
3.90,0.004679999999999999,0.0006479999999999999,3.5999999999999994e-05
3.91,0.00014399999999999998,0.0,0.0
3.92,0.0,0.0,0.0
3.93,0.0,0.0,0.0
3.94,0.0,0.0,0.0
3.95,0.0,0.0,0.0
3.96,0.0,0.0,0.0
3.97,0.0,0.0,0.0
3.98,0.0,0.0,0.0
3.99,0.0,0.0,0.0
4.00,0.0,0.0,0.0
4.01,0.0,0.0,0.0
4.02,0.0,0.0,0.0
4.03,0.0,0.0,0.0
4.04,0.0,0.0,0.0
4.05,0.0,0.0,0.0
4.06,0.0,0.0,0.0
4.07,0.0,0.0,0.0
4.08,0.0,0.0,0.0
4.09,0.0017779999999999998,0.0,0.0
4.10,0.012953999999999986,0.002286,0.000254
4.11,0.055372000000000206,0.019303999999999974,0.004318
4.12,0.10896600000000096,0.059690000000000264,0.015239999999999981
4.13,0.16510000000000175,0.11074400000000098,0.047498000000000096
4.14,0.2118360000000024,0.15976600000000168,0.07874000000000053
4.15,0.23596600000000276,0.1965960000000022,0.11480800000000105
4.16,0.24536400000000289,0.22301200000000257,0.1549400000000016
4.17,0.250698000000003,0.24003000000000282,0.18338800000000202
4.18,0.253238000000003,0.2461260000000029,0.2095500000000024
4.19,0.252984000000003,0.251714000000003,0.2247900000000026
4.20,0.253746000000003,0.252730000000003,0.2385060000000028
4.21,0.254000000000003,0.253492000000003,0.24079200000000284
4.22,0.253746000000003,0.253492000000003,0.24231600000000286
4.23,0.253492000000003,0.253238000000003,0.24485600000000288
4.24,0.253746000000003,0.253492000000003,0.24130000000000285
4.25,0.252730000000003,0.25196800000000297,0.22987000000000268
4.26,0.253492000000003,0.252476000000003,0.2255520000000026
4.27,0.253746000000003,0.24765000000000292,0.20599400000000234
4.28,0.25196800000000297,0.24358600000000288,0.1894840000000021
4.29,0.2461260000000029,0.2245360000000026,0.15824200000000166
4.30,0.23545800000000275,0.20218400000000228,0.1183640000000011
4.31,0.2032000000000023,0.15062200000000156,0.07264400000000044
4.32,0.15214600000000159,0.08712200000000064,0.029209999999999958
4.33,0.08813800000000066,0.04241800000000002,0.009143999999999992
4.34,0.03403599999999995,0.009143999999999992,0.002032
4.35,0.012191999999999988,0.004572,0.000254
4.36,0.0025399999999999997,0.000254,0.0
4.37,0.000508,0.000254,0.0
4.38,0.0,0.0,0.0
4.39,0.0,0.0,0.0
4.40,0.0,0.0,0.0
4.41,0.0,0.0,0.0
4.42,0.0,0.0,0.0
4.43,0.0,0.0,0.0
4.44,0.0,0.0,0.0
4.45,0.0,0.0,0.0
4.46,0.0,0.0,0.0
4.47,0.0,0.0,0.0
4.48,0.0,0.0,0.0
4.49,0.0,0.0,0.0
4.50,0.0,0.0,0.0
